"name","country","subcountry","geonameid"
"Aldridge","United Kingdom","England","2657528"
"Aleg","Mauritania","Brakna","2381659"
"Alegre","Brazil","Espírito Santo","3472666"
"Alegrete","Brazil","Rio Grande do Sul","3472638"
"Aleksandrov","Russia","Vladimir","583350"
"Aleksandrovsk","Russia","Perm","583041"
"Aleksandrovskoye","Russia","Stavropol'skiy","582993"
"Aleksandrów Łódzki","Poland","Łódź Voivodeship","3104132"
"Alekseyevka","Russia","MO","582846"
"Alekseyevka","Russia","Belgorod","582956"
"Aleksin","Russia","Tula","582750"
"Aleksotas","Lithuania","Kauno apskritis","601138"
"Além Paraíba","Brazil","Minas Gerais","3472609"
"Alençon","France","Normandy","3038230"
"Alenquer","Brazil","Pará","3407980"
"Aleppo","Syria","Aleppo","170063"
"Alès","France","Languedoc-Roussillon-Midi-Pyrénées","3038224"
"Aleshtar","Iran","Lorestān","144269"
"Alessandria","Italy","Piedmont","3183299"
"Ålesund","Norway","Møre og Romsdal","3163392"
"Alexandria","Egypt","Alexandria","361058"
"Alexandria","Romania","Teleorman","686502"
"Alexandria","United States","Louisiana","4314550"
"Alexandroúpoli","Greece","East Macedonia and Thrace","736928"
"Aleysk","Russia","Altai Krai","1511783"
"Alfafar","Spain","Valencia","2522057"
"Alfeld","Germany","Lower Saxony","2958533"
"Alfenas","Brazil","Minas Gerais","3472603"
"Alfortville","France","Île-de-France","3038213"
"Alfreton","United Kingdom","England","2657508"
"Alfter","Germany","North Rhine-Westphalia","2958516"
"Algeciras","Spain","Andalusia","2522013"
"Algemesí","Spain","Valencia","2522012"
"Algés","Portugal","Lisbon","2271985"
"Algete","Spain","Madrid","3130383"
"Alghero","Italy","Sardinia","3183284"
"Algiers","Algeria","Alger","2507480"
"Algonquin","United States","Illinois","4883078"
"Algorta","Spain","Basque Country","3130380"
"Alhama de Murcia","Spain","Murcia","2521992"
"Alhambra","United States","California","5323060"
"Alhaurín de la Torre","Spain","Andalusia","2521986"
"Alhaurín el Grande","Spain","Andalusia","2521985"
"Aliaga","Philippines","Central Luzon","1731528"
"Aliağa","Turkey","İzmir","324106"
"Alībāg","India","Maharashtra","1279027"
"Alicante","Spain","Valencia","2521978"
"Alice","United States","Texas","4670234"
"Alice Springs","Australia","Northern Territory","2077895"
"Alicia","Philippines","Cagayan Valley","1731486"
"Alīganj","India","Uttar Pradesh","1279023"
"Alīgarh","India","Uttar Pradesh","1279017"
"Alīgūdarz","Iran","Lorestān","143921"
"Álimos","Greece","Attica","261614"
"Alingsås","Sweden","Västra Götaland","2726756"
"Alīpur","India","NCT","1279005"
"Alīpur","Pakistan","Punjab","1184655"
"Aliso Viejo","United States","California","5323163"
"Aliwal North","South Africa","Eastern Cape","1023309"
"Aljaraque","Spain","Andalusia","2521964"
"Alkmaar","Netherlands","North Holland","2759899"
"Allada","Benin","Atlantique","2395635"
"Allahābād","India","Uttar Pradesh","1278994"
"Allanridge","South Africa","Orange Free State","1023287"
"Allapattah","United States","Florida","4145805"
"Allauch","France","Provence-Alpes-Côte d'Azur","3038159"
"Allen","Argentina","Rio Negro","3866242"
"Allen","United States","Texas","4670300"
"Allen Park","United States","Michigan","4984016"
"Allendale","United States","Michigan","4984029"
"Allende","Mexico","Veracruz","3533056"
"Allende","Mexico","Coahuila","4018761"
"Allende","Mexico","Nuevo León","4018762"
"Allentown","United States","Pennsylvania","5178127"
"Alleppey","India","Kerala","1278985"
"Alliance","United States","Ohio","5145607"
"Allison Park","United States","Pennsylvania","5178165"
"Alloa","United Kingdom","Scotland","2657471"
"Allschwil","Switzerland","Basel-Landschaft","2661810"
"Alma","Canada","Quebec","5884083"
"Almada","Portugal","Setúbal","2271961"
"Almansa","Spain","Castille-La Mancha","2521923"
"Almassora","Spain","Valencia","2521909"
"Almaty","Kazakhstan","Almaty Qalasy","1526384"
"Almeirim","Brazil","Pará","3407903"
"Almelo","Netherlands","Overijssel","2759887"
"Almenara","Brazil","Minas Gerais","3472520"
"Almendralejo","Spain","Extremadura","2521893"
"Almere Stad","Netherlands","Flevoland","2759879"
"Almería","Spain","Andalusia","2521886"
"Almirante Tamandaré","Brazil","Paraná","3472518"
"Almonte","Spain","Andalusia","2521857"
"Almora","India","Uttarakhand","1278974"
"Almoradí","Spain","Valencia","2521855"
"Almozara","Spain","Aragon","6615442"
"Almuñécar","Spain","Andalusia","2521847"
"Alnāvar","India","Karnataka","1278973"
"Alofi","Niue","N/A","4036284"
"Aloha","United States","Oregon","5711099"
"Along","India","Arunachal Pradesh","1278969"
"Alor Gajah","Malaysia","Melaka","1734745"
"Alor Setar","Malaysia","Kedah","1736309"
"Alot","India","Madhya Pradesh","1278964"
"Alotenango","Guatemala","Sacatepéquez","3599788"
"Alpharetta","United States","Georgia","4179574"
"Alphen aan den Rijn","Netherlands","South Holland","2759875"
"Alpignano","Italy","Piedmont","3183187"
"Alquízar","Cuba","Artemisa","3569136"
"Alsdorf","Germany","North Rhine-Westphalia","2958141"
"Alsfeld","Germany","Hesse","2958128"
"Alsip","United States","Illinois","4883207"
"Alt-Hohenschönhausen","Germany","Berlin","8334624"
"Alta Gracia","Argentina","Cordoba","3866163"
"Altadena","United States","California","5323525"
"Altagracia de Orituco","Venezuela","Guárico","3649408"
"Altai","Mongolia","Govĭ-Altay","1516393"
"Altamira","Brazil","Pará","3407882"
"Altamira","Mexico","Tamaulipas","3533005"
"Altamont","United States","Oregon","5711149"
"Altamonte Springs","United States","Florida","4145941"
"Altamura","Italy","Apulia","3183178"
"Altay","China","Xinjiang Uygur Zizhiqu","1529651"
"Altdorf","Germany","Bavaria","2958024"
"Altea","Spain","Valencia","2521804"
"Altena","Germany","North Rhine-Westphalia","2957886"
"Altenburg","Germany","Thuringia","2957773"
"Altepexi","Mexico","Puebla","3532989"
"Altglienicke","Germany","Berlin","2957185"
"Alto Barinas","Venezuela","Barinas","3487903"
"Alto Lucero","Mexico","Veracruz","3824536"
"Alton","United Kingdom","England","2657408"
"Alton","United States","Illinois","4232679"
"Altona","Germany","Hamburg","2911296"
"Altona Meadows","Australia","Victoria","9972579"
"Altoona","United States","Pennsylvania","5178195"
"Altos","Brazil","Piauí","3407797"
"Altotonga","Mexico","Veracruz","3532969"
"Altrincham","United Kingdom","England","2657402"
"Altstadt Nord","Germany","North Rhine-Westphalia","6691073"
"Altstadt Sud","Germany","North Rhine-Westphalia","6691072"
"Altuf’yevskiy","Russia","Moscow","472072"
"Altus","United States","Oklahoma","4529292"
"Alum Rock","United States","California","5323566"
"Alushta","Ukraine","Crimea","713513"
"Aluva","India","Kerala","1278941"
"Aluva","India","Kerala","7279600"
"Alvand","Iran","Zanjan","143748"
"Álvares Machado","Brazil","São Paulo","3472417"
"Álvaro Obregón","Mexico","Mexico City","3514663"
"Alvin","United States","Texas","4670592"
"Alwar","India","Rajasthan","1278946"
"Alytus","Lithuania","Alytaus apskritis","601084"
"Alzenau in Unterfranken","Germany","Bavaria","2956715"
"Alzey","Germany","Rheinland-Pfalz","2956710"
"Alzira","Spain","Valencia","2522129"
"Am Timan","Chad","Salamat","245338"
"Amadeo","Philippines","Calabarzon","1731212"
"Amadora","Portugal","Lisbon","2271772"
"Amagasaki","Japan","Hyōgo","1865387"
"Amagi","Japan","Fukuoka","1865375"
"Amahai","Indonesia","Maluku","1651591"
"Amaigbo","Nigeria","Abia","2350249"
"Amalāpuram","India","Andhra Pradesh","1278935"
"Amaliáda","Greece","West Greece","265252"
"Amalner","India","Maharashtra","1278931"
"Amancio","Cuba","Las Tunas","3569024"
"Amangarh","Pakistan","Khyber Pakhtunkhwa","1184569"
"Amaraji","Brazil","Pernambuco","3407758"
"Amargosa","Brazil","Bahia","3472370"
"Amarillo","United States","Texas","5516233"
"Amarnāth","India","Maharashtra","1278903"
"Amarpātan","India","Madhya Pradesh","1278899"
"Amarpur","India","Bihar","1278895"
"Amasya","Turkey","Amasya","752015"
"Amatitlán","Guatemala","Guatemala","3599735"
"Amato","Italy","Calabria","2525725"
"Ambad","India","Maharashtra","1278871"
"Ambāh","India","Madhya Pradesh","1278868"
"Ambājogāi","India","Maharashtra","1278862"
"Ambāla","India","Haryana","1278860"
"Ambalangoda","Sri Lanka","Southern","1251574"
"Ambalavao","Madagascar","Upper Matsiatra","1083968"
"Ambanja","Madagascar","Diana","1083724"
"Ambarakaraka","Madagascar","Diana","1083676"
"Ambarawa","Indonesia","Central Java","1651555"
"Ambasamudram","India","Tamil Nadu","1278841"
"Ambato","Ecuador","Tungurahua","3660689"
"Ambato Boeny","Madagascar","Boeny","1083257"
"Ambatofinandrahana","Madagascar","Amoron'i Mania","1083239"
"Ambatolampy","Madagascar","Vakinankaratra","1082992"
"Ambatondrazaka","Madagascar","Alaotra Mangoro","1082639"
"Ambattūr","India","Tamil Nadu","1278840"
"Amberg","Germany","Bavaria","2956656"
"Ambikāpur","India","Chhattisgarh","1278827"
"Ambilobe","Madagascar","Diana","1082243"
"Amboanjo","Madagascar","Vatovavy Fitovinany","1081863"
"Amboasary","Madagascar","Anosy","1081790"
"Ambohitrolomahitsy","Madagascar","Analamanga","1079777"
"Ambon","Indonesia","Maluku","1651531"
"Ambositra","Madagascar","Amoron'i Mania","1079088"
"Ambovombe","Madagascar","Androy","1079048"
"Ambur","India","Tamil Nadu","1278815"
"Ameca","Mexico","Jalisco","4018582"
"Amecameca","Mexico","México","3532899"
"American Canyon","United States","California","5323694"
"American Fork","United States","Utah","5844096"
"Americana","Brazil","São Paulo","3472343"
"Américo Brasiliense","Brazil","São Paulo","3472338"
"Americus","United States","Georgia","4179667"
"Amersfoort","Netherlands","Utrecht","2759821"
"Amersham","United Kingdom","England","2657356"
"Amersham on the Hill","United Kingdom","England","6690592"
"Ames","United States","Iowa","4846834"
"Amés","Spain","Galicia","3130155"
"Amesbury","United States","Massachusetts","4929004"
"Amet","India","Rajasthan","1278808"
"Amherst","United States","New York","5107129"
"Amherst Center","United States","Massachusetts","4929023"
"Ami","Japan","Ibaraki","2113115"
"Amiens","France","Nord-Pas-de-Calais-Picardie","3037854"
"Amin’yevo","Russia","Moscow","582266"
"Amirdzhan","Azerbaijan","Baki","587261"
"Amizour","Algeria","Bejaïa","2507169"
"Amla","India","Madhya Pradesh","1278775"
"Āmlāgora","India","West Bengal","1278774"
"Āmli","India","Dadra and Nagar Haveli","1278768"
"Amman","Jordan","Amman","250441"
"Ammi Moussa","Algeria","Relizane","2507155"
"Amnat Charoen","Thailand","Amnat Charoen","1621060"
"Amod","India","Gujarat","1278742"
"Āmol","Iran","Māzandarān","143534"
"Amora","Portugal","Setúbal","2271680"
"Amorebieta","Spain","Basque Country","3130137"
"Amos","Canada","Quebec","5884588"
"Amozoc de Mota","Mexico","Puebla","3532881"
"Ampahana","Madagascar","Sava","1078966"
"Ampanihy","Madagascar","Atsimo-Andrefana","1078553"
"Ampara","Sri Lanka","Eastern Province","1251459"
"Amparafaravola","Madagascar","Alaotra Mangoro","1078446"
"Amparo","Brazil","São Paulo","3472311"
"Ampasimanolotra","Madagascar","Atsinanana","1078171"
"Amphoe Sikhiu","Thailand","Nakhon Ratchasima","1948015"
"Ampliación San Mateo (Colonia Solidaridad)","Mexico","México","8858118"
"Amposta","Spain","Catalonia","3130131"
"Amrāvati","India","Maharashtra","1278718"
"Amreli","India","Gujarat","1278715"
"Amritsar","India","Punjab","1278710"
"Amroha","India","Uttar Pradesh","1278708"
"Amroli","India","Gujarat","1278707"
"Amstelveen","Netherlands","North Holland","2759798"
"Amsterdam","Netherlands","North Holland","2759794"
"Amsterdam","United States","New York","5107152"
"Amsterdam-Zuidoost","Netherlands","North Holland","6544881"
"Amstetten","Austria","Lower Austria","2782555"
"Āmta","India","West Bengal","1278703"
"Amudālavalasa","India","Andhra Pradesh","1278698"
"Amuntai","Indonesia","South Kalimantan","1651461"
"Amursk","Russia","Khabarovsk Krai","2027749"
"Amvrosiyivka","Ukraine","Donetsk","713504"
"An Muileann gCearr","Ireland","Leinster","2962361"
"An Nabk","Syria","Rif-dimashq","173193"
"An Nāşirīyah","Iraq","Dhi Qar","98854"
"An Nimāş","Saudi Arabia","Minţaqat ‘Asīr","108617"
"An Nuhūd","Sudan","West Kordofan State","378699"
"An Nuşayrāt","Palestinian Territory","Gaza Strip","281109"
"Anaco","Venezuela","Anzoátegui","3486270"
"Anacortes","United States","Washington","5785657"
"Anaheim","United States","California","5323810"
"Anáhuac","Mexico","Nuevo León","4022908"
"Anaimalai","India","Tamil Nadu","1278692"
"Anak","North Korea","Hwanghae-bukto","1879682"
"Anakāpalle","India","Andhra Pradesh","1278688"
"Anamur","Turkey","Mersin","323828"
"Anan","Japan","Tokushima","1865309"
"Ānand","India","Gujarat","1278685"
"Anandpur","India","Punjab","1278676"
"Ananindeua","Brazil","Pará","3407669"
"Anantapur","India","Andhra Pradesh","1278672"
"Anantnag","India","Kashmir","1278667"
"Anapa","Russia","Krasnodarskiy","582182"
"Anápolis","Brazil","Goiás","3472287"
"Anastácio","Brazil","Mato Grosso do Sul","3472284"
"Añatuya","Argentina","Santiago del Estero","3865840"
"Anbu","China","Guangdong","1818116"
"Anbyŏn-ŭp","North Korea","Kangwŏn-do","1879672"
"Ancaster","Canada","Ontario","8285452"
"Anchau","Nigeria","Kaduna","2349951"
"Anchorage","United States","Alaska","5879400"
"Ancona","Italy","The Marches","3183089"
"Ancud","Chile","Los Lagos","3899695"
"Anda","China","Heilongjiang Sheng","2038650"
"Andahuaylas","Peru","Apurímac","3947740"
"Andalucía","Colombia","Valle del Cauca","3689905"
"Andapa","Madagascar","Sava","1076454"
"Andenne","Belgium","Wallonia","2803204"
"Andernach","Germany","Rheinland-Pfalz","2956206"
"Anderson","United States","South Carolina","4569298"
"Anderson","United States","Indiana","4917592"
"Andes","Colombia","Antioquia","3689899"
"Andijon","Uzbekistan","Andijon","1514588"
"Andilamena","Madagascar","Alaotra Mangoro","1076194"
"Āndippatti","India","Tamil Nadu","1278625"
"Andkhōy","Afghanistan","Faryab","1148658"
"Andol","India","Telangana","1278621"
"Andong","South Korea","Gyeongsangbuk-do","1846986"
"Andorra la Vella","Andorra","Andorra la Vella","3041563"
"Andover","United Kingdom","England","2657324"
"Andover","United States","Minnesota","5016374"
"Andradas","Brazil","Minas Gerais","3472254"
"Andradina","Brazil","São Paulo","3472248"
"Andreyevskoye","Russia","MO","581928"
"Andria","Italy","Apulia","3183072"
"Andrychów","Poland","Lesser Poland Voivodeship","3104115"
"Andújar","Spain","Andalusia","2521738"
"Aného","Togo","Maritime","2367990"
"Anekal","India","Karnataka","1278609"
"Angamāli","India","Kerala","1278602"
"Angarsk","Russia","Irkutsk","2027667"
"Angat","Philippines","Central Luzon","1730749"
"Angeles City","Philippines","Central Luzon","1730737"
"Ängelholm","Sweden","Skåne","2725901"
"Angermünde","Germany","Brandenburg","2956093"
"Angers","France","Pays de la Loire","3037656"
"Anglet","France","Aquitaine-Limousin-Poitou-Charentes","3037612"
"Angleton","United States","Texas","4670866"
"Angochi","Aruba","N/A","3577284"
"Angol","Chile","Araucanía","3899629"
"Angono","Philippines","Calabarzon","1730713"
"Angoulême","France","Aquitaine-Limousin-Poitou-Charentes","3037598"
"Angra dos Reis","Brazil","Rio de Janeiro","3472177"
"Angren","Uzbekistan","Toshkent","1514581"
"Angri","Italy","Campania","3183063"
"Angul","India","Odisha","1278593"
"Anicuns","Brazil","Goiás","3472138"
"Anjad","India","Madhya Pradesh","1278588"
"Anjala","Finland","Kymenlaakso","661164"
"Anjangaon","India","Maharashtra","1278580"
"Anjār","India","Gujarat","1278573"
"Anjiang","China","Hunan","1818051"
"Anjō","Japan","Aichi","1865294"
"Anjozorobe","Madagascar","Analamanga","1073482"
"Anju","North Korea","P'yŏngan-namdo","1879613"
"Ankang","China","Shaanxi","1789065"
"Ankara","Turkey","Ankara","323786"
"Ankazoabo","Madagascar","Atsimo-Andrefana","1072879"
"Ankazobe","Madagascar","Analamanga","1072849"
"Ankazondandy","Madagascar","Analamanga","1072711"
"Ankeny","United States","Iowa","4846960"
"Ankleshwar","India","Gujarat","1278553"
"Anloga","Ghana","Volta","2304548"
"Anloo","Netherlands","Drenthe","2759746"
"Anlu","China","Hubei","1818016"
"Anmore","Canada","British Columbia","5885383"
"Ann Arbor","United States","Michigan","4984247"
"Anna","Russia","Voronezj","581671"
"Annaba","Algeria","Annaba","2506999"
"Annaberg-Buchholz","Germany","Saxony","2956005"
"Annaka","Japan","Gunma","1865290"
"Annapolis","United States","Maryland","4347242"
"Annau","Turkmenistan","Ahal","162199"
"Annecy","France","Auvergne-Rhône-Alpes","3037543"
"Annecy-le-Vieux","France","Auvergne-Rhône-Alpes","3037540"
"Annemasse","France","Auvergne-Rhône-Alpes","3037538"
"Annigeri","India","Karnataka","1278540"
"Annino","Russia","Moscow","506117"
"Annino","Russia","MO","819552"
"Annonay","France","Auvergne-Rhône-Alpes","3037514"
"Annur","India","Tamil Nadu","1278539"
"Áno Liósia","Greece","Attica","264888"
"Anoka","United States","Minnesota","5016450"
"Anqing","China","Anhui Sheng","1817993"
"Anqiu","China","Shandong Sheng","1817990"
"Ans","Belgium","Wallonia","2803160"
"Ansan-si","South Korea","Gyeonggi-do","1846918"
"Ansbach","Germany","Bavaria","2955936"
"Anseong","South Korea","Gyeonggi-do","1846912"
"Anserma","Colombia","Risaralda","3689833"
"Ansfelden","Austria","Salzburg","3323063"
"Anshan","China","Liaoning","2038632"
"Anshing","India","Maharashtra","1278534"
"Anshun","China","Guizhou Sheng","1817968"
"Ansonia","United States","Connecticut","5281551"
"Anta","India","Rajasthan","1278532"
"Antakya","Turkey","Hatay","323779"
"Antalaha","Madagascar","Sava","1071296"
"Antalya","Turkey","Antalya","323777"
"Antananarivo","Madagascar","Analamanga","1070940"
"Antanifotsy","Madagascar","Vakinankaratra","1070661"
"Antelope","United States","California","5324105"
"Antequera","Spain","Andalusia","2521710"
"Anthem","United States","Arizona","5551498"
"Anthiyur","India","Tamil Nadu","1278622"
"Antibes","France","Provence-Alpes-Côte d'Azur","3037456"
"Antigua Guatemala","Guatemala","Sacatepéquez","3599699"
"Antiguo Cuscatlán","El Salvador","La Libertad","3587362"
"Antioch","United States","California","5324200"
"Antipolo","Philippines","Calabarzon","1730501"
"Antofagasta","Chile","Antofagasta","3899539"
"Antonina","Brazil","Paraná","3472048"
"António Enes","Mozambique","Nampula","1052944"
"Antony","France","Île-de-France","3037423"
"Antratsyt","Ukraine","Luhansk","713259"
"Antrim","United Kingdom","Northern Ireland","2657255"
"Antsirabe","Madagascar","Vakinankaratra","1069166"
"Antsiranana","Madagascar","Diana","1069129"
"Antsohihy","Madagascar","Sofia","1068971"
"Antsohimbondrona","Madagascar","Diana","1068955"
"Antwerpen","Belgium","Flanders","2803138"
"Anūpgarh","India","Rajasthan","1278510"
"Anūppur","India","Madhya Pradesh","1278508"
"Anūpshahr","India","Uttar Pradesh","1278507"
"Anuradhapura","Sri Lanka","North Central","1251081"
"Anxiang","China","Hunan","1817952"
"Anyama","Ivory Coast","Lagunes","2292852"
"Anyang","China","Henan Sheng","1785294"
"Anyang-si","South Korea","Gyeonggi-do","1846898"
"Anzhero-Sudzhensk","Russia","Kemerovo","1511494"
"Anzio","Italy","Latium","3183005"
"Aoji-ri","North Korea","Hamgyŏng-bukto","2045311"
"Aomorishi","Japan","Aomori","2130658"
"Aonla","India","Uttar Pradesh","1278498"
"Aosta","Italy","Aosta Valley","3182997"
"Aoulef","Algeria","Adrar","2506795"
"Apache Junction","United States","Arizona","5551535"
"Apalit","Philippines","Central Luzon","1730413"
"Apam","Ghana","Central","2304389"
"Apan","Mexico","Hidalgo","3532815"
"Aparecida","Brazil","São Paulo","3471949"
"Aparecida de Goiânia","Brazil","Goiás","6316406"
"Aparecida do Taboado","Brazil","Mato Grosso do Sul","3471940"
"Aparri","Philippines","Cagayan Valley","1730398"
"Apartadó","Colombia","Antioquia","3689798"
"Apas","Philippines","Central Visayas","10628881"
"Apaseo el Alto","Mexico","Guanajuato","4018404"
